p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
4.05558544329961e-25	0.997445327568175	0.46	0.282	9.54806480916027e-21	3	PPM1K
4.13956540899716e-25	0.863628085278851	0.6	0.452	9.74577884240202e-21	3	NBAS
4.28898108926183e-25	0.973663405211154	0.3	0.136	1.00975481784491e-20	3	PDZRN3
4.35158693090715e-25	0.998291704299078	0.588	0.44	1.02449411114347e-20	3	PPIP5K2
4.48044130843794e-25	0.518782029879569	0.883	0.852	1.05483029724554e-20	3	NRBP1
4.49149345168172e-25	0.927689358564094	0.452	0.279	1.05743230332943e-20	3	RALGAPA1
4.79984436636578e-25	0.441548626007334	0.931	0.919	1.13002735917349e-20	3	CHURC1
5.19969979038286e-25	0.763861083220112	0.617	0.471	1.22416532164984e-20	3	LASP1
5.32297255963244e-25	0.87582405716977	0.565	0.42	1.25318742971426e-20	3	SNX8
5.36236764608542e-25	0.848305876461135	0.558	0.402	1.26246221491789e-20	3	PCDH1
5.72639813750166e-25	1.03373879290478	0.546	0.397	1.34816591351202e-20	3	SGCE
6.66207814151003e-25	0.628624154234294	0.802	0.738	1.56845305685571e-20	3	MYH9
6.82291799989575e-25	0.279644207093028	1	1	1.60631958471546e-20	3	RPL23
7.09056442176231e-25	0.441858727121717	0.94	0.919	1.6693315818155e-20	3	LSM14A
7.80945578943279e-25	0.469822549704557	0.927	0.914	1.83858017650616e-20	3	SPAG7
8.06212708417407e-25	1.00858463697634	0.508	0.357	1.8980665794271e-20	3	HUS1
9.05630328056723e-25	0.710893832359246	0.752	0.666	2.13212548134394e-20	3	UBQLN1
1.20822059081616e-24	0.862323107025978	0.552	0.386	2.84451373695848e-20	3	FRYL
1.25159859996824e-24	0.845660379981501	0.527	0.355	2.94663858390522e-20	3	DHX32
1.69425175646467e-24	0.916645813308326	0.548	0.39	3.98877691024477e-20	3	GOLPH3L
1.91519593095372e-24	0.87492593793428	0.412	0.232	4.50894578024435e-20	3	KDM7A
1.94849574851817e-24	0.824490328037337	0.608	0.459	4.58734354073632e-20	3	SPSB3
2.59607457326333e-24	0.878584139976805	0.431	0.248	6.11193836783386e-20	3	CLK1
2.96853759920739e-24	0.458993000903084	0.952	0.943	6.98882806981395e-20	3	TBCB
3.69817612313841e-24	0.836308444144419	0.548	0.38	8.70661604670476e-20	3	ARHGEF12
3.89995974430749e-24	0.726759276441008	0.696	0.586	9.18167522602312e-20	3	SMG1
3.95169951705216e-24	0.701451884423941	0.723	0.644	9.30348617299589e-20	3	SEC14L1
6.88612456406881e-24	1.08033792664045	0.406	0.23	1.62120030611872e-19	3	HELLPAR
7.22684054663279e-24	0.670780727001694	0.704	0.587	1.70141506989376e-19	3	PFKL
7.24239226585373e-24	0.258139398835493	0.998	0.999	1.70507641114994e-19	3	RPL38
7.77739998749934e-24	0.944728543975536	0.388	0.22	1.83103327905697e-19	3	CPPED1
8.20063142895848e-24	0.668065521385138	0.706	0.611	1.93067465731969e-19	3	DCTN1
1.17726403387651e-23	0.890883230462879	0.546	0.405	2.77163271495546e-19	3	SREBF2
1.34124007716898e-23	0.802148771666866	0.383	0.208	3.15768151367892e-19	3	HECTD4
1.38262644915454e-23	0.410254770293933	0.952	0.94	3.25511744924454e-19	3	C4orf3
1.82795968453983e-23	0.828574370494679	0.473	0.301	4.30356548531212e-19	3	DLG5
1.98134336200499e-23	0.806115031799415	0.417	0.238	4.66467667716834e-19	3	TMEM51
2.64620985286869e-23	0.85297769201035	0.581	0.461	6.22997185660876e-19	3	WDYHV1
3.01350870986408e-23	0.802306822482523	0.588	0.443	7.094703555633e-19	3	RIMKLB
3.20505018530673e-23	0.82164593003356	0.525	0.367	7.54564965126763e-19	3	NUMB
3.81424618846802e-23	0.39867314902836	0.91	0.867	8.97987980151026e-19	3	BEX4
3.87342332600528e-23	0.501652691339301	0.869	0.851	9.11920053641424e-19	3	SEC62
3.98303086747792e-23	0.5496748850764	0.89	0.846	9.37724957130327e-19	3	LYRM4
4.28416414136294e-23	0.83579029608077	0.621	0.501	1.00862076380108e-18	3	RNF216
4.42103633181116e-23	0.921958123622954	0.365	0.199	1.0408445835983e-18	3	CDC25B
4.42597735832322e-23	0.668935792945675	0.779	0.744	1.04200784947004e-18	3	SCP2
4.44488845392511e-23	0.754251041185371	0.785	0.739	1.04646008870759e-18	3	HK1
4.64881556294313e-23	0.775094933340664	0.588	0.44	1.0944706479837e-18	3	EPS15
4.72126945072533e-23	0.420140505677445	0.983	0.964	1.11152846678426e-18	3	NOL7
5.06001771466879e-23	0.353117596881456	1	0.992	1.19127997056447e-18	3	PRDX6
5.08407290027042e-23	0.83379971536754	0.5	0.327	1.19694328291067e-18	3	PMM1
5.58335642013475e-23	0.554016348608521	0.848	0.815	1.31448960199232e-18	3	IQGAP1
8.66251007756578e-23	0.866041842476135	0.298	0.141	2.03941474756131e-18	3	ZNF570
1.06379109533493e-22	0.581586450397356	0.565	0.373	2.50448337574703e-18	3	CAPN2
1.13314288591948e-22	0.901178011916062	0.419	0.253	2.66775829632022e-18	3	DYNC2LI1
1.13643865338157e-22	0.853868285968982	0.404	0.239	2.67551752165622e-18	3	ASAP2
1.18525467995278e-22	0.764713986794129	0.621	0.479	2.79044509301282e-18	3	MYADM
1.24310029570121e-22	0.613949021383128	0.756	0.706	2.92663102616936e-18	3	PCGF2
1.45898936086788e-22	0.817806614224403	0.35	0.186	3.43489865229125e-18	3	TRAM2
1.66025505021074e-22	0.75806194346126	0.673	0.589	3.90873846471115e-18	3	GNAQ
1.74621931391941e-22	0.89314558237702	0.29	0.138	4.11112413076047e-18	3	NIPA1
1.87981627174136e-22	0.946988407994686	0.294	0.143	4.42565144856067e-18	3	LANCL2
1.9597394883373e-22	0.698578430313766	0.508	0.32	4.61381467739251e-18	3	CCNG2
2.11905169415924e-22	0.986311749240132	0.352	0.193	4.9888834035591e-18	3	CDKL5
2.35995354035422e-22	0.888289548567731	0.542	0.359	5.55603862005593e-18	3	AL591742.2
2.55265077641944e-22	0.588568606473317	0.787	0.765	6.00970572292429e-18	3	MED4
2.6757507606318e-22	0.535047653839492	0.556	0.389	6.29952001575545e-18	3	LGALS3
2.69159685219358e-22	0.384260128909518	0.96	0.945	6.33682646911934e-18	3	HIGD2A
2.72807479396148e-22	0.606466287638306	0.562	0.398	6.42270648742351e-18	3	FAM184A
3.02783330024055e-22	0.684446059827963	0.715	0.643	7.12842793875634e-18	3	SAMD1
4.17313464210154e-22	0.801910049217137	0.565	0.424	9.82481088789966e-18	3	CYTH2
4.21664561295396e-22	0.859568893869514	0.558	0.435	9.9272487665775e-18	3	CLN8
4.75653672937295e-22	0.598993177044234	0.798	0.754	1.11983144219627e-17	3	PTPN2
5.0735205164886e-22	0.856082746895966	0.469	0.304	1.19445893519691e-17	3	FAM171A1
5.26701774083272e-22	0.633853257965075	0.637	0.518	1.24001398672425e-17	3	TRIP10
5.38267645268463e-22	0.872773658153876	0.383	0.219	1.26724351725554e-17	3	PARP8
5.41206752814239e-22	0.783913658314835	0.617	0.494	1.27416305815056e-17	3	SIRT1
5.72346549885587e-22	0.810446051470887	0.546	0.395	1.34747548239564e-17	3	ALDOC
5.79208119609796e-22	0.679307739263857	0.613	0.473	1.36362967599734e-17	3	GPX7
5.79294353199562e-22	0.669650450388649	0.702	0.616	1.36383269573773e-17	3	UBXN7
6.23336834580981e-22	0.738979954881604	0.565	0.423	1.467521909654e-17	3	EPN2
7.60484330660011e-22	0.840379929667021	0.26	0.117	1.79040825967286e-17	3	WDR19
8.24174560290975e-22	0.377507474713269	0.954	0.944	1.94035416729304e-17	3	KDM5B
8.50430874928234e-22	0.584505305442665	0.817	0.796	2.00216940884354e-17	3	EIF4EBP2
8.52934806195855e-22	0.856913534498851	0.315	0.155	2.0080644142269e-17	3	SLFN5
9.88699849094859e-22	0.608304303691583	0.767	0.709	2.32769605472403e-17	3	PRRC2A
1.39940015121525e-21	0.703273631553623	0.329	0.167	3.29460777600607e-17	3	NPIPB5
1.48271404423908e-21	0.666670078763188	0.744	0.652	3.49075367435207e-17	3	TMEM60
1.56225256472575e-21	0.513168098162895	0.838	0.795	3.67801121313384e-17	3	SLC25A36
1.80231099998427e-21	0.698775739726312	0.252	0.108	4.24318078726297e-17	3	BCL3
1.83597710747178e-21	0.740602536035386	0.527	0.376	4.32244090412081e-17	3	SECISBP2L
1.87650267484962e-21	0.413891139662949	0.933	0.931	4.41785024739846e-17	3	PPP2R1A
1.87706784009723e-21	0.876475472272509	0.519	0.37	4.41918081594091e-17	3	RPRD2
1.88236297915802e-21	0.610719905886754	0.744	0.654	4.43164716183173e-17	3	CTNND1
2.18924986548275e-21	0.895573848876698	0.269	0.125	5.15415095830604e-17	3	ADCY1
2.36437921886193e-21	0.943666976500542	0.323	0.171	5.56645799496664e-17	3	RBBP9
2.72148853431734e-21	0.466069226694002	0.975	0.962	6.40720045634331e-17	3	TCP1
3.71492331369687e-21	0.414312957729382	0.958	0.963	8.74604395743653e-17	3	CCNB1IP1
3.94780701168988e-21	0.797271138960402	0.531	0.381	9.29432204762148e-17	3	RNF44
4.74590149841585e-21	0.542614482526205	0.902	0.875	1.11732758977204e-16	3	RBPJ
4.80225911546952e-21	0.809957742596918	0.492	0.332	1.13059586355499e-16	3	KIAA0355
5.15138850745297e-21	0.666597577261815	0.688	0.608	1.21279139630965e-16	3	DALRD3
5.20499545456752e-21	0.788182451370928	0.631	0.543	1.22541207986883e-16	3	ATP6AP1
5.99633879301225e-21	1.11446048167162	0.408	0.256	1.41171804203887e-16	3	PALB2
6.08331794784842e-21	0.878801241842739	0.446	0.288	1.43219554446195e-16	3	PPP1R18
6.77850568920748e-21	0.647714025155376	0.667	0.542	1.59586359441012e-16	3	HELZ
6.93928621557112e-21	0.811638125348466	0.258	0.118	1.63371615373191e-16	3	SLFN12
7.68507773535838e-21	0.771850783327617	0.494	0.344	1.80929785123542e-16	3	PTDSS1
9.6612457955545e-21	0.76992720715417	0.56	0.428	2.2745470976474e-16	3	LARP6
1.08731646256472e-20	0.813011323092796	0.571	0.434	2.55986914781611e-16	3	CERS6
1.29833649873753e-20	0.427199147295827	0.927	0.908	3.05667361897777e-16	3	SMARCA4
1.31717465980226e-20	0.446076053907272	0.898	0.87	3.10102430157247e-16	3	SYF2
1.61548003153757e-20	0.842167386284144	0.554	0.432	3.80332463824891e-16	3	CCDC71L
1.71924170877782e-20	0.545566050043533	0.79	0.753	4.04761075497561e-16	3	GGNBP2
1.78024460916168e-20	0.663143480202657	0.723	0.637	4.19122988334935e-16	3	TRIP12
2.59232198366775e-20	0.483213576460432	0.892	0.877	6.10310364614899e-16	3	NRDC
2.64852686962655e-20	0.816037438453366	0.262	0.123	6.23542680916179e-16	3	C3orf67
2.69600411635979e-20	0.552683477340336	0.808	0.786	6.34720249114585e-16	3	RERE
2.69603797676029e-20	0.837006510365122	0.348	0.194	6.34728220868676e-16	3	MME
3.34729538048221e-20	0.686691610645951	0.787	0.738	7.88053751426927e-16	3	PTGR1
3.5549441521117e-20	0.790201934772393	0.656	0.577	8.36940501731658e-16	3	GTPBP8
4.53695742890211e-20	0.820978991514145	0.623	0.545	1.06813588748642e-15	3	DHTKD1
4.79951869248792e-20	0.670415828918129	0.529	0.374	1.12995068577243e-15	3	ATP11A
5.15535191915331e-20	0.463063481564512	0.694	0.59	1.21372450232626e-15	3	COL4A2
5.37996330240298e-20	0.412565260946162	0.906	0.907	1.26660476028473e-15	3	CLTC
6.18012814114389e-20	0.621134482962033	0.856	0.842	1.45498756826951e-15	3	SPTSSA
6.61964358949266e-20	0.459576133801058	0.898	0.897	1.55846269027426e-15	3	TAF1D
6.80969409630884e-20	0.741236066373857	0.646	0.552	1.60320628109399e-15	3	TMEM159
7.51150863954799e-20	0.772589921730554	0.7	0.673	1.76843447900878e-15	3	TUBGCP2
8.18208547572383e-20	0.615192129159825	0.681	0.588	1.92630838354966e-15	3	ACAP2
9.13879609523009e-20	0.725685891386459	0.29	0.142	2.15154676470002e-15	3	SLC16A5
9.87645786804369e-20	0.808360925818517	0.358	0.206	2.32521447587353e-15	3	MTCL1
9.91341906058662e-20	0.807656554071603	0.275	0.132	2.33391624943391e-15	3	ADAMTS6
9.91855417562861e-20	0.779895807018611	0.548	0.423	2.33512520956824e-15	3	ZNF273
1.00413954440149e-19	0.873402327361235	0.481	0.336	2.36404572938444e-15	3	YY1AP1
1.06931154872643e-19	0.261753337069573	1	1	2.51748017916664e-15	3	RPL35A
1.15699216528394e-19	0.527812806924148	0.846	0.841	2.72390665472799e-15	3	KXD1
1.18285988979524e-19	0.878476584319629	0.3	0.155	2.78480703854494e-15	3	FBXL20
1.18874959084423e-19	0.790917587210251	0.573	0.453	2.79867316172457e-15	3	CDS2
1.23207678268559e-19	0.824473018925226	0.754	0.709	2.90067836947667e-15	3	PRKAR2A
1.28840814705704e-19	0.709740389059334	0.64	0.545	3.03329930061639e-15	3	CBL
1.76248955248678e-19	0.579006191342272	0.815	0.792	4.14942915341963e-15	3	RNF187
1.78838986165891e-19	0.94802304675424	0.31	0.169	4.21040625130358e-15	3	WFS1
1.86421368563751e-19	0.757762080886979	0.308	0.16	4.38891828009639e-15	3	LAMB2
2.00564823563784e-19	0.739844169540798	0.621	0.527	4.72189764116216e-15	3	METTL16
2.29969107595332e-19	0.394381624298239	0.994	0.911	5.41416270011691e-15	3	L1TD1
2.96086307987203e-19	0.789704195213604	0.427	0.273	6.97075994894271e-15	3	PACS1
3.05923793771376e-19	0.667584255653147	0.773	0.732	7.20236387675951e-15	3	OGA
3.2188366166859e-19	0.718624023637797	0.667	0.584	7.57810704666361e-15	3	TMEM106B
3.94748285503232e-19	0.781591459799401	0.444	0.295	9.2935588856026e-15	3	LEMD2
4.27986291711032e-19	0.519511717254198	0.84	0.817	1.00760812657528e-14	3	RAB4A
4.61973859331931e-19	0.82788075432184	0.256	0.122	1.08762505702516e-14	3	ZHX1
4.9513039093416e-19	0.799226618258803	0.402	0.248	1.16568547937629e-14	3	CCSAP
4.95907929521616e-19	0.697858845146477	0.469	0.316	1.16751603847274e-14	3	RALB
5.24550489287436e-19	0.937159497188064	0.379	0.239	1.23494921692941e-14	3	RAB29
5.45983469751704e-19	0.651147487222285	0.706	0.633	1.28540888283644e-14	3	WEE1
5.55132395606028e-19	0.579283178103392	0.456	0.285	1.30694819897527e-14	3	ARHGAP28
5.60475407703662e-19	0.781682368342693	0.402	0.248	1.31952725235673e-14	3	ZNF614
5.75508983462894e-19	0.694261966442142	0.64	0.549	1.35492079976669e-14	3	STRN3
5.98263338649643e-19	0.793535961175476	0.331	0.183	1.40849137818285e-14	3	EZH1
6.13773663811727e-19	0.438983738329658	0.906	0.868	1.44500733671195e-14	3	MCUR1
6.82261636069642e-19	0.318175525703025	0.983	0.967	1.60624856979876e-14	3	CARHSP1
7.294899155791e-19	0.81786912479874	0.356	0.205	1.71743810824788e-14	3	TGFB1I1
9.54227537484714e-19	0.725365451650302	0.6	0.479	2.24653789150026e-14	3	ZNF277
9.83346358099438e-19	0.671191450319047	0.633	0.529	2.31509233087351e-14	3	SCAMP1
1.03272580554107e-18	0.56165650847023	0.752	0.693	2.43134636398535e-14	3	WDR54
1.06360936681922e-18	0.635093569883638	0.754	0.719	2.5040555323025e-14	3	MAPK6
1.08952248364564e-18	0.530572075057449	0.827	0.781	2.56506278324694e-14	3	AKIRIN2
1.09010036757714e-18	0.840266651184231	0.281	0.145	2.56642329538686e-14	3	PDP1
1.15806260833189e-18	0.548217009299684	0.825	0.793	2.72642679879577e-14	3	BRD3
1.20943227968689e-18	0.649414267825015	0.627	0.512	2.84736641606684e-14	3	CHMP3
1.24913966697043e-18	0.829325374579901	0.56	0.438	2.94084951794849e-14	3	KLF3
1.32912614441849e-18	0.346749035679729	0.973	0.968	3.12916168180445e-14	3	TRIM28
1.40036119959188e-18	0.716901474341701	0.371	0.221	3.29687037219917e-14	3	C7orf26
1.56008960481014e-18	0.51194258412724	0.819	0.793	3.67291895660452e-14	3	UBE2H
1.71874278362828e-18	0.746142795683519	0.383	0.235	4.04643613549607e-14	3	CRY1
1.89814253962296e-18	0.729421733897161	0.619	0.511	4.46879698103434e-14	3	MPRIP
2.20549269035113e-18	0.753669034700092	0.26	0.125	5.19239144089366e-14	3	ABCC4
2.2362431561106e-18	0.959077380700314	0.394	0.263	5.26478726243118e-14	3	CYFIP2
2.58370540484901e-18	0.715567252134122	0.619	0.524	6.08281763463603e-14	3	SIAH1
2.63688839729325e-18	0.776990737411995	0.492	0.348	6.20802635374751e-14	3	PUDP
2.75640969863842e-18	0.773531465081126	0.412	0.263	6.48941535350443e-14	3	FXR2
2.80683356564381e-18	0.725157152152622	0.531	0.395	6.60812826359522e-14	3	HIC2
3.16623844446177e-18	0.823325337105747	0.438	0.3	7.45427516979635e-14	3	RAD54L2
3.25371432470241e-18	0.72959453528427	0.427	0.276	7.66021963464689e-14	3	NOMO1
3.56895211883004e-18	0.757302359597187	0.64	0.54	8.40238397336157e-14	3	ABCB7
3.64264513782315e-18	0.399370385779154	0.875	0.862	8.57587944797704e-14	3	RNF181
3.97919823695044e-18	0.824148674487592	0.304	0.168	9.36822640925242e-14	3	SLC7A6
4.05354304696244e-18	0.627399031516091	0.525	0.369	9.54325639546367e-14	3	NBR1
4.3472271829773e-18	0.614996210787772	0.719	0.67	1.02346769568835e-13	3	FBXO7
4.36486421776888e-18	0.505950492091906	0.871	0.867	1.02761998278933e-13	3	MAP4K4
4.66631102427469e-18	0.477296172715953	0.863	0.849	1.09858960444499e-13	3	BOD1L1
5.2288238818415e-18	0.777311138012945	0.429	0.284	1.23102200650194e-13	3	ANKRD13C
5.41121041968234e-18	0.418821509656967	0.86	0.835	1.27396126910581e-13	3	IGF2BP2
5.70442662807182e-18	0.564033616798148	0.673	0.592	1.34299316104695e-13	3	GOLGA2
5.97258024331317e-18	0.7504213392846	0.406	0.263	1.40612456668322e-13	3	TMEM184B
6.12588098924975e-18	0.774092932068246	0.606	0.54	1.44221616129907e-13	3	UBAP2
6.22853910012808e-18	0.513574623004891	0.829	0.81	1.46638496034315e-13	3	PLIN3
6.81797569107042e-18	0.621546670762082	0.644	0.541	1.60515601694871e-13	3	TGIF2
6.95210938315052e-18	0.695496550397677	0.506	0.37	1.63673511207513e-13	3	RANBP9
7.4879035081912e-18	0.559257770638355	0.677	0.576	1.76287712293346e-13	3	MYO6
7.84861676109035e-18	0.400235239207364	0.975	0.952	1.8477998440635e-13	3	SLC3A2
8.42708777679105e-18	0.846461990419857	0.369	0.224	1.98398927528992e-13	3	MYCL
9.66378033447354e-18	0.436845789176312	0.892	0.86	2.27514380414511e-13	3	DFFA
9.7309887694451e-18	0.838884776588108	0.465	0.338	2.29096668599046e-13	3	PCSK7
1.08006227183031e-17	0.863612683378207	0.423	0.289	2.5427906065701e-13	3	TMEM192
1.15181986645022e-17	0.292242789869288	0.998	1	2.71172951158374e-13	3	MYL6
1.24291876670503e-17	0.611124404871117	0.279	0.138	2.92620365245365e-13	3	CCDC80
1.33596053194358e-17	0.814846749530424	0.552	0.444	3.14525188035478e-13	3	TBL1X
1.41939259970457e-17	0.747639655600486	0.585	0.48	3.34167599748448e-13	3	ZC3HAV1
1.55432833857677e-17	0.603660142520242	0.608	0.486	3.65935520751128e-13	3	TES
1.66164656524427e-17	0.752625777761612	0.325	0.187	3.91201450855458e-13	3	HMBOX1
1.67529601714396e-17	0.460152509425691	0.933	0.916	3.94414941316203e-13	3	ATP6AP2
1.70024467862048e-17	0.676034274518697	0.546	0.415	4.00288604687619e-13	3	DHX40
1.77365891079141e-17	0.575513488029245	0.812	0.805	4.17572517367622e-13	3	USP1
1.79922175611036e-17	0.775859481817555	0.556	0.446	4.23590778041061e-13	3	TBC1D23
1.81196009525851e-17	0.780229370268671	0.454	0.323	4.26589765226711e-13	3	OCLN
2.16122386668198e-17	0.723573323621312	0.277	0.143	5.08816934932939e-13	3	CSGALNACT2
2.17603505850547e-17	0.727880195879821	0.456	0.321	5.12303933823943e-13	3	GID4
2.25391459887152e-17	0.629214652909578	0.658	0.576	5.30639114012321e-13	3	CDH3
2.5569426645978e-17	0.778494906276876	0.375	0.227	6.01981011526261e-13	3	TRIM6
2.57403580884789e-17	0.528361802356587	0.779	0.725	6.06005250477058e-13	3	MEAF6
2.66304876052579e-17	0.680411748504191	0.277	0.143	6.26961569690587e-13	3	ENOX2
2.67996522958794e-17	0.531832995894125	0.715	0.659	6.30944214001889e-13	3	USP34
2.90718497095319e-17	0.806300587904622	0.333	0.194	6.8443855771151e-13	3	RFX3
3.03584733428236e-17	0.846513753711611	0.342	0.204	7.14729537910096e-13	3	DOCK4
3.20435330199694e-17	0.848659798211478	0.45	0.32	7.5440089788914e-13	3	GPAT4
3.34825083646606e-17	0.612676246661555	0.715	0.664	7.88278694429205e-13	3	EMC10
3.69247114115116e-17	0.677461031533082	0.635	0.552	8.69318480761218e-13	3	PPP2R5C
3.780586242504e-17	0.839873131045133	0.31	0.174	8.90063419072716e-13	3	RFFL
5.38040606125981e-17	0.54856818776168	0.771	0.709	1.2667089990024e-12	3	RABGGTB
5.61767435108038e-17	0.763461737492029	0.54	0.432	1.32256907247485e-12	3	EXOC4
5.91581644871281e-17	0.638605898054063	0.625	0.53	1.39276066652046e-12	3	NUDT3
6.73277354215183e-17	0.72137488407943	0.365	0.225	1.58509687502881e-12	3	ZNF197
7.04571550309585e-17	0.756398157261766	0.352	0.21	1.65877280089386e-12	3	CLASP1
8.67672500291893e-17	0.343619055836239	0.965	0.955	2.0427613674372e-12	3	PGLS
9.25722053582783e-17	0.711674716534567	0.479	0.353	2.17942743074995e-12	3	PIK3R2
9.38122241499393e-17	0.775538505816405	0.3	0.166	2.20862119316202e-12	3	AC008556.1
1.01672220788565e-16	0.536306680144361	0.74	0.696	2.39366909402519e-12	3	TCF25
1.04392235471388e-16	0.736736964597452	0.519	0.386	2.4577063997029e-12	3	PATJ
1.10099482874376e-16	0.490388870668532	0.927	0.856	2.59207212531144e-12	3	CD320
1.12321353564303e-16	0.413470202546343	0.76	0.685	2.6443816269644e-12	3	PJA2
1.14233815999912e-16	0.840453305477737	0.502	0.396	2.68940673008594e-12	3	SNTB2
1.30170643372424e-16	0.810321362139483	0.373	0.233	3.06460745691697e-12	3	PAM
1.35245147620933e-16	0.77287245274186	0.598	0.521	3.18407651043964e-12	3	WSB2
1.35529163983547e-16	0.534887310501655	0.771	0.745	3.19076310766464e-12	3	NFU1
1.67968248844001e-16	0.339102929016766	0.919	0.926	3.95447648253431e-12	3	ETFB
1.76031552043602e-16	0.662330330686833	0.548	0.416	4.14431082976252e-12	3	ATP2C1
1.83806098342045e-16	0.505944143240538	0.806	0.785	4.32734697326677e-12	3	BSCL2
1.88825993403322e-16	0.352065382851438	0.967	0.919	4.44553036269442e-12	3	CCDC85B
1.99948741840181e-16	0.516717204861596	0.792	0.771	4.70739322914337e-12	3	MCL1
2.3469986850704e-16	0.672787256145843	0.517	0.396	5.52553900426124e-12	3	TULP3
2.40291242816103e-16	0.812041067777023	0.331	0.199	5.65717672961951e-12	3	INPP4A
2.70682187260372e-16	0.588017878672106	0.748	0.727	6.37267073467094e-12	3	HMGA2
2.90634477697127e-16	0.751948643968012	0.454	0.319	6.84240750842346e-12	3	TMEM131
3.3934324544424e-16	0.438872198218159	0.775	0.752	7.98915802749374e-12	3	SMDT1
3.42306372664103e-16	0.691324362439936	0.504	0.37	8.05891893163098e-12	3	FNDC3B
3.57761059166628e-16	0.533110635572376	0.735	0.706	8.42276861595992e-12	3	DNAJC9
3.6951466318847e-16	0.742301410530911	0.29	0.158	8.69948371544616e-12	3	ZNF44
3.76948663914095e-16	0.719485912211979	0.39	0.254	8.87450239452955e-12	3	TFAP4
4.16643632350985e-16	0.656092953308505	0.648	0.582	9.80904103643924e-12	3	HAGH
4.22400692819482e-16	0.495031389793869	0.767	0.724	9.94457951104907e-12	3	COPA
4.31379755301987e-16	0.666953062516671	0.469	0.335	1.01559735790747e-11	3	WDR20
4.43581112474884e-16	0.490931845355368	0.727	0.666	1.04432301309962e-11	3	PTPRF
4.91062320338741e-16	0.73210439102862	0.446	0.316	1.1561080207735e-11	3	ZFAND2B
5.04418688769224e-16	0.271331770410598	0.988	0.99	1.18755291896938e-11	3	EIF3H
5.27928044583151e-16	0.693165979029958	0.412	0.269	1.24290099536211e-11	3	RAPGEF1
5.62432882535468e-16	0.647635223680425	0.323	0.184	1.32413573535325e-11	3	MED12L
5.75511873029556e-16	0.653050230369749	0.537	0.403	1.35492760267348e-11	3	LONP2
5.82134513109114e-16	0.550778283636843	0.754	0.733	1.37051928421279e-11	3	CGGBP1
6.5130962555961e-16	0.533738643566136	0.725	0.685	1.53337825145499e-11	3	LIMA1
6.60512829840667e-16	0.675254640718028	0.323	0.187	1.55504535529388e-11	3	FOXK1
6.6927493533602e-16	0.683707275135643	0.279	0.148	1.57567398026159e-11	3	ITPRIPL2
7.77419472910038e-16	0.687751730049973	0.613	0.532	1.8302786650721e-11	3	PLEKHA1
9.32647638909703e-16	0.444164456175101	0.89	0.869	2.19573233628511e-11	3	FNBP1L
9.3950081553632e-16	0.553796420885141	0.673	0.61	2.21186677001716e-11	3	SMARCD2
9.57059164102351e-16	0.772966292827259	0.319	0.183	2.25320439004616e-11	3	IQCA1
9.73158550167473e-16	0.715149005280181	0.323	0.189	2.29110717465928e-11	3	UBXN6
1.01653110931255e-15	0.549085470042469	0.496	0.345	2.39321919065454e-11	3	SELENOP
1.02596144008386e-15	0.430903509065135	0.821	0.813	2.41542101838944e-11	3	NDFIP1
1.04854861495348e-15	0.716466214828531	0.396	0.259	2.46859800418498e-11	3	KBTBD2
1.08721413085252e-15	0.796976909155073	0.548	0.45	2.55962822826608e-11	3	NEK3
1.14154887066646e-15	0.726574595149453	0.477	0.339	2.68754850621004e-11	3	EPB41L5
1.14216174040701e-15	0.360211297486867	0.944	0.944	2.68899138544023e-11	3	DDOST
1.14870922626312e-15	0.536511720649323	0.775	0.749	2.70440613139125e-11	3	DDB1
1.15433714901481e-15	0.749853661847991	0.296	0.171	2.71765594992558e-11	3	TSPAN9
1.23991555248955e-15	0.732790526461275	0.406	0.27	2.91913318522616e-11	3	ARHGAP1
1.53485395349407e-15	0.704514083043591	0.558	0.444	3.6135066627111e-11	3	DYRK2
1.64713109450335e-15	0.695232875960948	0.485	0.359	3.87784073578924e-11	3	NFAT5
1.68639631905966e-15	0.367094503188604	0.963	0.964	3.97028285396215e-11	3	PPP1CA
1.72355971590598e-15	0.335106168599409	0.983	0.984	4.05777663915745e-11	3	TOMM7
1.7260054229975e-15	0.53383207191562	0.7	0.636	4.06353456736301e-11	3	GRAMD1A
1.7365046429984e-15	0.345892121052624	0.954	0.949	4.08825288101113e-11	3	FKBP8
1.96905961603227e-15	0.7595189607454	0.388	0.254	4.63575705402477e-11	3	MFSD4B
2.0379147803867e-15	0.614469973526985	0.546	0.431	4.7978627674644e-11	3	RLIM
2.06727019947143e-15	0.339072456715268	0.938	0.935	4.86697423061559e-11	3	C17orf49
2.14229295167176e-15	0.686846518482067	0.306	0.172	5.04360029612084e-11	3	SENP7
2.32880037539182e-15	0.670621833555811	0.685	0.595	5.48269472378497e-11	3	VRTN
2.51585832336868e-15	0.443995106548808	0.667	0.56	5.92308525070687e-11	3	ANXA6
2.7061982432101e-15	0.629901895166246	0.562	0.45	6.37120252398953e-11	3	MFSD14A
2.78910224177319e-15	0.652548787269015	0.537	0.425	6.56638340780663e-11	3	GTF3C3
2.86889138183315e-15	0.472605508877201	0.775	0.757	6.75423098024979e-11	3	RPN1
3.31872448039933e-15	0.602178415126348	0.558	0.434	7.81327304420414e-11	3	ADAM17
